CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A DICIEMBRE 2022

ESTACION  : 17066
NOMBRE    : EL VIGIA
ESTADO    : MORELOS
MUNICIPIO : Tlalnepantla
SITUACION : OPERANDO
ORGANISMO : CONAGUA-DGE
CVE-OMM   : Nulo
LATITUD   : 019.01°
LONGITUD  : -98.96°
ALTITUD   : 2160 msnm

EMISIÓN   : 30/12/2022

            PRECIP  EVAP   TMAX   TMIN   
  Fecha     (MM)    (MM)   (°C)   (°C)   
01/05/1981  0       Nulo   Nulo   Nulo   
02/05/1981  0       Nulo   Nulo   Nulo   
03/05/1981  0       Nulo   Nulo   Nulo   
04/05/1981  0       Nulo   Nulo   Nulo   
05/05/1981  0       Nulo   Nulo   Nulo   
06/05/1981  0       Nulo   Nulo   Nulo   
07/05/1981  0       Nulo   Nulo   Nulo   
08/05/1981  0       Nulo   Nulo   Nulo   
09/05/1981  0       Nulo   Nulo   Nulo   
10/05/1981  0       Nulo   Nulo   Nulo   
11/05/1981  10.8    Nulo   Nulo   Nulo   
12/05/1981  0       Nulo   Nulo   Nulo   
13/05/1981  0       Nulo   Nulo   Nulo   
14/05/1981  0       Nulo   Nulo   Nulo   
15/05/1981  0       Nulo   Nulo   Nulo   
16/05/1981  0       Nulo   Nulo   Nulo   
17/05/1981  0       Nulo   Nulo   Nulo   
18/05/1981  0       Nulo   Nulo   Nulo   
19/05/1981  0       Nulo   Nulo   Nulo   
20/05/1981  0       Nulo   Nulo   Nulo   
21/05/1981  7.8     Nulo   Nulo   Nulo   
22/05/1981  4.7     Nulo   Nulo   Nulo   
23/05/1981  0       Nulo   Nulo   Nulo   
24/05/1981  0       Nulo   Nulo   Nulo   
25/05/1981  4.1     Nulo   Nulo   Nulo   
26/05/1981  4.3     Nulo   Nulo   Nulo   
27/05/1981  17.6    Nulo   Nulo   Nulo   
28/05/1981  3.6     Nulo   Nulo   Nulo   
29/05/1981  0       Nulo   Nulo   Nulo   
30/05/1981  5       Nulo   Nulo   Nulo   
31/05/1981  22.4    Nulo   Nulo   Nulo   
01/06/1981  6.2     Nulo   23.5   10.5   
02/06/1981  1.8     Nulo   22.5   11.5   
03/06/1981  2.4     Nulo   22.5   10     
04/06/1981  4.4     Nulo   20.5   10.5   
05/06/1981  7.8     Nulo   25     11.5   
06/06/1981  10.3    Nulo   24.5   15.5   
07/06/1981  2.6     Nulo   24.5   14.5   
08/06/1981  12.2    Nulo   24     14     
09/06/1981  4.7     Nulo   20     14.5   
10/06/1981  5.7     Nulo   17.5   13.5   
11/06/1981  4.5     Nulo   20     13     
12/06/1981  7.3     Nulo   21.5   12.5   
13/06/1981  14.8    Nulo   21     12.5   
14/06/1981  42.6    Nulo   20     12     
15/06/1981  6.9     Nulo   19.5   13     
16/06/1981  22.5    Nulo   19.5   14     
17/06/1981  1.7     Nulo   19.5   12.5   
18/06/1981  15.5    Nulo   20.5   13.5   
19/06/1981  13.3    Nulo   22.5   13     
20/06/1981  20      Nulo   20     13.5   
21/06/1981  1.4     Nulo   20.5   12.5   
22/06/1981  8.1     Nulo   21.5   10.5   
23/06/1981  14      Nulo   20.5   12.5   
24/06/1981  7       Nulo   22.5   11.5   
25/06/1981  14.9    Nulo   17.5   13     
26/06/1981  14.5    Nulo   21.5   12     
27/06/1981  6.5     Nulo   16.5   12     
28/06/1981  8       Nulo   19.5   11.5   
29/06/1981  9.6     Nulo   20.5   12     
30/06/1981  8.2     Nulo   21.5   12.5   
01/07/1981  17.7    Nulo   20.5   13.5   
02/07/1981  2.2     Nulo   20     12     
03/07/1981  20      Nulo   21.5   10.5   
04/07/1981  30.3    Nulo   20.5   10.5   
05/07/1981  3.1     Nulo   20.5   12.5   
06/07/1981  0       Nulo   20     10.5   
07/07/1981  0       Nulo   19.5   12.5   
08/07/1981  0       Nulo   21.5   11     
09/07/1981  13.4    Nulo   20.5   11.5   
10/07/1981  23.4    Nulo   20.5   11     
11/07/1981  28.9    Nulo   22     12.5   
12/07/1981  4       Nulo   20.5   12     
13/07/1981  0       Nulo   21.5   10     
14/07/1981  7.3     Nulo   21.5   11     
15/07/1981  29.5    Nulo   20.5   12     
16/07/1981  43.4    Nulo   19.5   12.5   
17/07/1981  12      Nulo   20     10.5   
18/07/1981  5.5     Nulo   19.5   11.5   
19/07/1981  4.4     Nulo   23.5   10     
20/07/1981  1.5     Nulo   22.5   12     
21/07/1981  3.2     Nulo   21.5   13     
22/07/1981  1.6     Nulo   24.5   10.5   
23/07/1981  9.5     Nulo   23     11.5   
24/07/1981  11.6    Nulo   22     10     
25/07/1981  6.6     Nulo   20.5   12     
26/07/1981  0       Nulo   21     11.5   
27/07/1981  4.1     Nulo   20.5   12.5   
28/07/1981  0       Nulo   22.5   10.5   
29/07/1981  2.2     Nulo   25.5   10     
30/07/1981  0       Nulo   23     11     
31/07/1981  0       Nulo   22     10.5   
01/08/1981  0       Nulo   23     10.5   
02/08/1981  0       Nulo   22.5   9      
03/08/1981  0       Nulo   21.5   10.5   
04/08/1981  0       Nulo   19.5   11.5   
05/08/1981  0       Nulo   23.5   12     
06/08/1981  0       Nulo   24.5   9      
07/08/1981  0       Nulo   23.5   11.5   
08/08/1981  0       Nulo   24     10     
09/08/1981  0       Nulo   24.5   11     
10/08/1981  0       Nulo   23.5   12.5   
11/08/1981  13      Nulo   24.5   13     
12/08/1981  23.5    Nulo   23.5   10     
13/08/1981  0       Nulo   22.5   11     
14/08/1981  8.3     Nulo   22     11.5   
15/08/1981  5.5     Nulo   21.5   11.5   
16/08/1981  3.4     Nulo   21.5   10     
17/08/1981  16.5    Nulo   22     11     
18/08/1981  3.2     Nulo   24.5   12     
19/08/1981  0       Nulo   23.5   11.5   
20/08/1981  43.5    Nulo   21.5   12     
21/08/1981  66.2    Nulo   22.5   13.5   
22/08/1981  9.7     Nulo   18.5   12.5   
23/08/1981  5.4     Nulo   22.5   11     
24/08/1981  6.4     Nulo   21.5   10     
25/08/1981  3.1     Nulo   21.5   11.5   
26/08/1981  0       Nulo   22     13.5   
27/08/1981  23.4    Nulo   20.5   14.5   
28/08/1981  56.5    Nulo   20.5   13.5   
29/08/1981  20.4    Nulo   20     14.5   
30/08/1981  22.3    Nulo   20     13.5   
31/08/1981  2.4     Nulo   22.5   13.5   
01/09/1981  6.3     Nulo   18.5   12.5   
02/09/1981  14.3    Nulo   19.5   10     
03/09/1981  13.4    Nulo   20.5   10.5   
04/09/1981  14.4    Nulo   23.5   12     
05/09/1981  0       Nulo   24.5   12.5   
06/09/1981  0.8     Nulo   24.5   11.5   
07/09/1981  17.4    Nulo   22.5   12.5   
08/09/1981  8.1     Nulo   21.5   12.5   
09/09/1981  23.1    Nulo   22.5   11     
10/09/1981  0       Nulo   23.5   11.6   
11/09/1981  6.3     Nulo   23.5   10.5   
12/09/1981  3.2     Nulo   22.5   11.5   
13/09/1981  0       Nulo   22.5   10.5   
14/09/1981  0       Nulo   24.5   11     
15/09/1981  0       Nulo   23.5   12     
16/09/1981  0       Nulo   23.5   11.5   
17/09/1981  0       Nulo   22     11.5   
18/09/1981  0       Nulo   21.5   12.5   
19/09/1981  0.3     Nulo   22.5   8.5    
20/09/1981  0       Nulo   25     10.5   
21/09/1981  5.2     Nulo   20.5   13.5   
22/09/1981  1       3.9    24     12.5   
23/09/1981  5.1     3      23.5   11.5   
24/09/1981  0       3.1    22.5   11     
25/09/1981  3.5     3.5    20.5   10.5   
26/09/1981  17.2    3.4    21.5   10.5   
27/09/1981  17.9    2.7    23.5   10     
28/09/1981  2.2     2.2    23.5   11.5   
29/09/1981  4.7     3.6    19.5   12     
30/09/1981  13.7    2.8    18.5   13.5   
01/10/1981  2.5     3.6    22     13.5   
02/10/1981  0       3      20.5   10.5   
03/10/1981  0       4      23.5   11     
04/10/1981  0       5      25     11     
05/10/1981  0       4.9    24.5   14.5   
06/10/1981  0       3.9    25     11.5   
07/10/1981  0       4.7    24.5   11     
08/10/1981  3.5     3.2    24     11.5   
09/10/1981  8.5     3.5    22.5   11     
10/10/1981  8.3     3.6    22.5   10.5   
11/10/1981  8.4     3.5    23     10     
12/10/1981  34      4.3    24     11.5   
13/10/1981  4.5     3.4    22.5   12     
14/10/1981  4.2     2.3    21.5   11     
15/10/1981  0       5.5    24     9.5    
16/10/1981  0       3.8    23.5   9.5    
17/10/1981  0       3.6    23.5   10.5   
18/10/1981  0       5      22.5   11     
19/10/1981  0       2.5    22.5   10.5   
20/10/1981  0       2.2    23.5   10     
21/10/1981  0       5.5    22.5   10.5   
22/10/1981  0       2.1    23.5   8.5    
23/10/1981  0       2.8    23     11.5   
24/10/1981  2       2      23.5   11     
25/10/1981  0       2.1    22.5   11.5   
26/10/1981  30.7    3      24     11.5   
27/10/1981  7.2     2      20     11     
28/10/1981  0       3.2    23.5   10.5   
29/10/1981  0       3.1    24.5   11.5   
30/10/1981  0       3.4    23.5   12.5   
31/10/1981  1.7     1.6    21     12     
01/11/1981  0       3.5    24     10.5   
02/11/1981  0       3.1    24     8.5    
03/11/1981  0       4.1    22     9      
04/11/1981  0.7     4.5    23.5   10     
05/11/1981  0       5.7    24     10.5   
06/11/1981  0       4.3    24.5   8.5    
07/11/1981  0       5.7    22.5   8      
08/11/1981  0       5.7    23.5   10.5   
09/11/1981  0       5.3    24     12     
10/11/1981  0       4.6    22     8.5    
11/11/1981  0       4.3    22.5   8      
12/11/1981  0       4      22.5   9      
13/11/1981  0       3      22     8.5    
14/11/1981  0       4.7    23     8      
15/11/1981  0       2.4    22.5   5.5    
16/11/1981  0       3      23.5   5      
17/11/1981  0       2.6    23.5   7.5    
18/11/1981  0       4.3    23     6.5    
19/11/1981  0       4.7    22.5   8      
20/11/1981  0       2.1    22.5   8.5    
21/11/1981  0       3      20.5   7      
22/11/1981  0       3.7    23     6.5    
23/11/1981  0       5.5    23.5   8.5    
24/11/1981  0       4.2    22.5   6      
25/11/1981  0       6.4    22.5   5.5    
26/11/1981  0       4.3    23     9      
27/11/1981  0       5.7    24.5   9.5    
28/11/1981  0       4.7    24.5   10     
29/11/1981  0       4.7    23.5   10.5   
30/11/1981  0       5      24.5   8.5    
01/12/1981  0       5.1    23.5   9      
02/12/1981  0       4.3    23.5   11     
03/12/1981  0       3.2    23     11     
04/12/1981  0       3.7    23     10     
05/12/1981  0       3.7    22.5   7.5    
06/12/1981  0       1.6    21.5   8.5    
07/12/1981  0       3.4    23.5   9.5    
08/12/1981  0.9     3.8    24     8      
09/12/1981  0       3.6    20.5   9.5    
10/12/1981  0       3.2    20     7      
11/12/1981  0       3.5    21     5.5    
12/12/1981  0       3.2    22.5   8.5    
13/12/1981  0       3      23.5   8.5    
14/12/1981  0       3.1    23.5   9.5    
15/12/1981  0       2.7    23     9      
16/12/1981  0       5.6    23     9.5    
17/12/1981  0       2.5    22.5   7.5    
18/12/1981  0       4.5    22.5   9.5    
19/12/1981  0       3.2    23     8      
20/12/1981  0       5      20     8.5    
21/12/1981  0       2.1    22.5   9      
22/12/1981  0       2.7    22     8.5    
23/12/1981  0       2.7    21.5   7.5    
24/12/1981  0       1.4    22     6.5    
25/12/1981  0       3.3    21     6      
26/12/1981  0       4.5    22     7.5    
27/12/1981  0       5.9    23     7      
28/12/1981  0       2.6    24.5   8      
29/12/1981  0       3.3    25.5   10     
30/12/1981  0       2.7    24     8.5    
31/12/1981  0       2.2    24.5   8.5    
01/01/1982  0       2      24     9      
02/01/1982  0       5.7    24     8.5    
03/01/1982  0       2.5    22.5   7.5    
04/01/1982  0       5.9    23.5   9.5    
05/01/1982  0       3.6    23     8.5    
06/01/1982  0       5.3    23.5   10     
07/01/1982  0       4.1    24.5   10     
08/01/1982  0       4.1    23     12     
09/01/1982  0       2.8    23.5   8      
10/01/1982  0       1.5    22     9.5    
11/01/1982  0       3.9    22.5   7.5    
12/01/1982  0       3.2    23.5   8      
13/01/1982  0       4.6    24     10.5   
14/01/1982  0       1.4    23     9      
15/01/1982  0       3.4    23.5   9      
16/01/1982  0       4.1    22.5   10     
17/01/1982  0       4.3    23.5   10.5   
18/01/1982  0       5      24     9.5    
19/01/1982  0       4.9    23.5   9.5    
20/01/1982  0       4.8    25     10.5   
21/01/1982  0       5.5    25.5   10.5   
22/01/1982  0       4.8    25.5   9.5    
23/01/1982  0       3.1    24.5   8.5    
24/01/1982  0       5.9    25.5   10.5   
25/01/1982  0       4.9    24.5   8.5    
26/01/1982  0       4.2    25     9      
27/01/1982  0       4.4    24.5   10     
28/01/1982  0       2.6    25     8      
29/01/1982  0       4.3    23.5   8.5    
30/01/1982  0       4.5    24.5   8.5    
31/01/1982  0       4.4    23     7.5    
01/02/1982  0       2.8    21     7.5    
02/02/1982  0       4.3    22.5   8.5    
03/02/1982  0       5.6    23     9      
04/02/1982  0       5.1    24.5   7.5    
05/02/1982  0       4.3    24     7.5    
06/02/1982  0       3      25.5   9.5    
07/02/1982  0       4.6    23.5   7      
08/02/1982  0       5.1    25.5   9      
09/02/1982  0       5.8    27     9.5    
10/02/1982  0       5.4    26.5   11.5   
11/02/1982  0       4.8    27     11.5   
12/02/1982  0       7.5    26.5   11.5   
13/02/1982  0       4.5    24     8      
14/02/1982  0       5.3    24     9      
15/02/1982  0       5.4    24.5   9.5    
16/02/1982  0       4.4    26     8.5    
17/02/1982  0       5.5    25     9      
18/02/1982  0       5.4    24.5   8.5    
19/02/1982  0       5.1    25     9      
20/02/1982  0       5.9    26.5   10     
21/02/1982  1       5      26.5   9.5    
22/02/1982  6       3.5    23.5   11     
23/02/1982  0       4.2    24.5   7.5    
24/02/1982  0       5.4    24.5   9      
25/02/1982  9.2     6.2    25     8.5    
26/02/1982  1.4     4.9    23     9.5    
27/02/1982  0       4.7    23     9.5    
28/02/1982  1.3     3.8    24     8.5    
01/03/1982  0       4.6    21     9.5    
02/03/1982  0       3.3    24.5   8.5    
03/03/1982  0       3.3    23     7      
04/03/1982  0       5.9    24     7.5    
05/03/1982  0       5.4    26     8.5    
06/03/1982  0       3.8    25.5   9      
07/03/1982  0       4.3    24.5   8.5    
08/03/1982  0       5.6    24     6.5    
09/03/1982  0       4.5    24.5   9.5    
10/03/1982  0       5.2    26.5   11     
11/03/1982  0       6.5    26     11.5   
12/03/1982  0       6.4    27.5   11.5   
13/03/1982  0       6.8    27.5   10     
14/03/1982  0       6.5    28     10.5   
15/03/1982  0       6.1    28.5   11     
16/03/1982  0       4.2    28     10.5   
17/03/1982  0       5      28.5   11.5   
18/03/1982  0       5.6    27.5   12     
19/03/1982  0       6.4    28     11.5   
20/03/1982  0       7.8    28.5   12     
21/03/1982  0       4.4    27.5   10.5   
22/03/1982  0       4.7    28.5   11.5   
23/03/1982  0       4.5    27     9      
24/03/1982  0       4.6    28     11.5   
25/03/1982  0       7.5    28.5   11.5   
26/03/1982  0       7.6    28     10.5   
27/03/1982  0       6.5    28     12.5   
28/03/1982  0       7.6    29.5   12     
29/03/1982  0       8.1    29     12.5   
30/03/1982  0       5.7    30.5   13.5   
31/03/1982  0       7.7    31.5   15.5   
01/04/1982  0       7.9    31     13.5   
02/04/1982  0       7.2    30.5   14     
03/04/1982  0       4.7    30.5   14     
04/04/1982  0       4.3    29.5   14.5   
05/04/1982  0       5.6    30     14.5   
06/04/1982  0       6.4    30.5   15     
07/04/1982  0       5.8    29.5   14.5   
08/04/1982  0       7.5    30     12.5   
09/04/1982  0       5      28.5   12.5   
10/04/1982  0       8      30.5   12     
11/04/1982  0       7.8    28.5   13.5   
12/04/1982  0       7.6    28     11.5   
13/04/1982  0       4.4    29     12     
14/04/1982  0       4.7    28.5   12.5   
15/04/1982  0       4.2    27.5   13.5   
16/04/1982  5.5     7.4    29.5   13     
17/04/1982  0       7.2    30     13.5   
18/04/1982  0       7.1    29.5   11     
19/04/1982  0       5.4    28     12     
20/04/1982  0       8.1    27.5   12.5   
21/04/1982  34.8    6.9    24.5   12     
22/04/1982  0       6.5    25.5   10     
23/04/1982  0       7.9    24     10     
24/04/1982  3.4     5.9    23.5   11.5   
25/04/1982  0       3.1    22.5   10     
26/04/1982  0       6.2    28.5   11     
27/04/1982  0       8.6    26.5   12     
28/04/1982  0       9.2    27.5   12.5   
29/04/1982  0       11.6   28.5   11     
30/04/1982  0       10.4   28.5   10.5   
01/05/1982  0       8      28     11.5   
02/05/1982  0       5.2    27.5   12.5   
03/05/1982  2.5     5.4    26.5   11     
04/05/1982  0       7.5    27     10.5   
05/05/1982  0       8.8    28.5   13.5   
06/05/1982  0       5.3    28.5   13.5   
07/05/1982  0       9.9    29     13     
08/05/1982  0       6.2    28     14     
09/05/1982  0       8.5    29     14.5   
10/05/1982  11.5    5.6    28.5   14.5   
11/05/1982  0       6.1    27.5   13.5   
12/05/1982  2.4     5.4    28     13.5   
13/05/1982  0       6.6    27.5   13.5   
14/05/1982  0       5.1    28.5   12.5   
15/05/1982  11.2    3.8    28.5   11.5   
16/05/1982  11.3    3.9    24.5   12     
17/05/1982  15.7    3.5    22     11     
18/05/1982  6.4     1      18.5   13     
19/05/1982  0       3.9    24.5   11.5   
20/05/1982  4.9     1.9    22     11.5   
21/05/1982  21.4    1.5    21.5   13     
22/05/1982  0       2.5    22.5   12.5   
23/05/1982  0       4.5    25     13.5   
24/05/1982  9.4     3.2    26     13.5   
25/05/1982  0       4.5    28.5   13.5   
26/05/1982  0       6      28.5   14.5   
27/05/1982  0       6.3    27.5   14     
28/05/1982  0       5.7    27.5   14     
29/05/1982  0       4.6    28     14.5   
30/05/1982  0       4.7    27.5   15     
31/05/1982  0       5.6    28     13.5   
01/06/1982  0       8.1    28     12.5   
02/06/1982  0       4.8    28     12     
03/06/1982  0       5      28.5   12.5   
04/06/1982  0       6.5    29.5   12.5   
05/06/1982  0       7.4    29.5   14     
06/06/1982  0       5.1    29     12.5   
07/06/1982  0       4.7    29.5   14.5   
08/06/1982  0       7.2    27.5   17.5   
09/06/1982  1.3     4.5    28     12     
10/06/1982  4.5     6.8    26.5   12.5   
11/06/1982  0       3.3    26.5   10.5   
12/06/1982  1.9     4.9    27.5   10.5   
13/06/1982  1       2.8    24.5   10.5   
14/06/1982  0       4.2    26.5   11.5   
15/06/1982  2.3     2.3    26.5   12.5   
16/06/1982  0       5.3    28.5   13     
17/06/1982  0       6.8    27.5   12.5   
18/06/1982  0       7.1    28     12.5   
19/06/1982  0       5.3    27.5   13.5   
20/06/1982  16.5    6.9    26.5   14.5   
21/06/1982  0       3.5    24     12.5   
22/06/1982  9.7     3.7    24.5   11.5   
23/06/1982  6.3     2.9    24     14     
24/06/1982  1       3.8    23.5   12     
25/06/1982  9.5     4.8    23.5   11     
26/06/1982  8.3     4.4    25.5   13     
27/06/1982  4       4.3    26     11.5   
28/06/1982  0.4     4.9    24     11.5   
29/06/1982  19.3    1.4    21.5   12.5   
30/06/1982  14.5    3.5    22     12     
01/07/1982  0       4.4    24     12     
02/07/1982  0       4.6    25.5   11     
03/07/1982  0       4.4    24     12.5   
04/07/1982  1       3.7    24     9      
05/07/1982  6.7     4.6    24.5   11.5   
06/07/1982  0       4      24.5   12.5   
07/07/1982  0       5      25.5   10.5   
08/07/1982  0       4.7    25.5   11.5   
09/07/1982  5.1     5.4    25     11     
10/07/1982  7.9     5.2    25     11     
11/07/1982  4.1     3.9    23     11.5   
12/07/1982  4.4     4.4    23     10.5   
13/07/1982  0       3.4    24.5   11     
14/07/1982  7.4     4      24     11     
15/07/1982  18.2    4.4    24.5   12.5   
16/07/1982  8.7     5      21.5   12.5   
17/07/1982  9.4     5.4    21     13.5   
18/07/1982  26.1    2.2    20     12.5   
19/07/1982  8.1     3.7    23.5   11.5   
20/07/1982  28.8    3.9    23.5   11.5   
21/07/1982  2.7     2.1    23     11     
22/07/1982  0       4.1    24     10.5   
23/07/1982  0       3.8    23.5   11     
24/07/1982  0       4.9    23     10.5   
25/07/1982  3.2     3.6    23     9.5    
26/07/1982  5       2.9    22     11.5   
27/07/1982  0       2.8    23     9      
28/07/1982  0       3.6    24.5   9      
29/07/1982  0       3.3    25.5   8.5    
